5796	-5168	14612	-527	-111	-149
5752	-5236	14580	-512	-115	-155
5772	-5220	14616	-513	-107	-135
5640	-5212	14484	-489	-93	-156
5756	-5248	14568	-478	-86	-133
5720	-5168	14572	-500	-97	-133
5676	-5204	14656	-497	-81	-139
5652	-5236	14680	-518	-96	-137
5760	-5148	14636	-487	-99	-153
5716	-5308	14628	-501	-124	-142
5752	-5232	14564	-489	-97	-143
5756	-5376	14536	-491	-99	-159
5648	-5220	14680	-507	-112	-144
5732	-5180	14508	-499	-114	-161
5812	-5212	14632	-489	-82	-162
5804	-5224	14536	-514	-108	-150
5788	-5236	14452	-505	-99	-146
5732	-5248	14512	-500	-77	-139
5800	-5288	14528	-494	-85	-141
5812	-5256	14632	-505	-87	-141
5752	-5220	14640	-494	-105	-147
5788	-5256	14688	-499	-74	-123
5716	-5188	14508	-500	-100	-168
5840	-5296	14656	-510	-95	-135
5716	-5248	14592	-489	-92	-144
5752	-5232	14540	-504	-90	-148
5768	-5236	14560	-483	-119	-137
5716	-5164	14624	-489	-88	-144
5780	-5232	14572	-480	-102	-147
5688	-5236	14528	-507	-98	-136
5752	-5320	14668	-518	-99	-142
5812	-5252	14644	-523	-85	-156
5784	-5244	14496	-493	-91	-132
5728	-5228	14664	-502	-108	-140
5816	-5216	14556	-492	-90	-130
5652	-5208	14652	-486	-118	-151
5788	-5288	14620	-491	-102	-154
5760	-5236	14540	-502	-101	-143
5764	-5228	14608	-497	-102	-144
5668	-5220	14628	-499	-112	-136
5876	-5128	14508	-505	-77	-157
5856	-5232	14628	-489	-99	-143
5772	-5252	14568	-502	-80	-143
5800	-5248	14644	-499	-119	-146
5772	-5264	14600	-482	-95	-138
5644	-5248	14600	-498	-92	-147
5736	-5276	14496	-496	-82	-144
5692	-5248	14624	-500	-106	-134
5760	-5196	14564	-523	-92	-135
5700	-5244	14636	-517	-99	-143
5700	-5208	14512	-533	-134	-149
5728	-5152	14608	-490	-119	-138
5808	-5196	14688	-492	-86	-148
5828	-5148	14836	-484	-108	-124
5860	-5280	14628	-481	-81	-164
5768	-5228	14652	-485	-97	-122
5716	-5248	14604	-520	-122	-161
5732	-5300	14744	-518	-96	-140
5880	-5232	14532	-480	-120	-122
5676	-5208	14708	-509	-88	-119
5824	-5228	14552	-480	-94	-145
5740	-5276	14428	-499	-83	-162
5708	-5132	14492	-498	-96	-156
5696	-5232	14652	-484	-91	-146
5700	-5224	14588	-497	-110	-140
5680	-5164	14644	-483	-73	-136
5796	-5200	14644	-506	-127	-133
5800	-5220	14768	-505	-90	-148
5788	-5264	14552	-497	-93	-150
5676	-5224	14512	-490	-78	-131
5864	-5228	14588	-482	-93	-131
5736	-5184	14468	-525	-80	-155
5752	-5240	14528	-489	-100	-136
5832	-5244	14580	-513	-71	-132
5720	-5184	14544	-478	-102	-129
5704	-5204	14732	-501	-102	-156
5768	-5244	14564	-492	-107	-142
5716	-5224	14592	-471	-110	-148
5704	-5196	14536	-518	-97	-162
5740	-5184	14612	-516	-83	-132
5740	-5232	14640	-474	-85	-137
5692	-5208	14580	-502	-102	-149
5740	-5180	14632	-492	-95	-157
5736	-5236	14504	-493	-116	-126
5868	-5308	14660	-491	-104	-139
5720	-5356	14520	-501	-87	-147
5740	-5276	14768	-497	-73	-158
5692	-5256	14604	-497	-91	-126
5944	-5260	14700	-470	-105	-161
5708	-5188	14624	-496	-98	-150
5832	-5124	14644	-510	-81	-141
5740	-5248	14676	-482	-96	-154
5780	-5180	14672	-505	-71	-140
5756	-5212	14648	-494	-85	-138
5720	-5264	14696	-523	-107	-144
5824	-5092	14656	-505	-107	-139
5800	-5216	14568	-524	-92	-162
5736	-5312	14568	-473	-111	-162
5740	-5304	14596	-488	-88	-145
5772	-5264	14680	-501	-97	-167
5780	-5236	14624	-482	-99	-139
5684	-5212	14616	-511	-116	-139
5760	-5252	14652	-473	-77	-159
5660	-5196	14544	-478	-82	-151
5748	-5284	14712	-508	-90	-142
5820	-5252	14704	-497	-84	-149
5712	-5252	14588	-506	-111	-141
5864	-5196	14508	-507	-63	-131
5684	-5208	14560	-520	-86	-150
5732	-5088	14636	-500	-82	-126
5788	-5240	14572	-500	-68	-138
5720	-5236	14560	-520	-84	-148
5744	-5236	14628	-466	-93	-125
5796	-5184	14572	-494	-80	-145
5784	-5172	14700	-488	-91	-145
5992	-5140	14796	-518	-86	-142
5796	-5224	14484	-529	-86	-141
5608	-5212	14520	-492	-87	-135
5732	-5224	14292	-518	-96	-147
5712	-5304	14820	-490	-91	-155
5788	-5336	14564	-515	-125	-154
5748	-5164	14636	-510	-98	-144
5632	-5252	14688	-510	-52	-173
5672	-5260	14696	-479	-101	-138
5780	-5192	14488	-484	-109	-129
5792	-5012	14416	-484	-86	-134
5680	-5256	14636	-491	-77	-124
5696	-5364	14740	-498	-113	-136
5804	-5140	14608	-485	-101	-146
5876	-5032	14572	-495	-76	-148
5792	-5204	14748	-496	-62	-126
5788	-5260	14712	-495	-79	-152
5776	-5100	14636	-470	-64	-138
5744	-5124	14424	-507	-106	-130
5752	-5264	14560	-508	-99	-151
5756	-5268	14556	-521	-108	-146
5732	-5220	14432	-481	-79	-142
5784	-5324	14616	-470	-103	-152
5720	-5080	14548	-480	-98	-147
5824	-5104	14592	-491	-80	-134
5712	-5244	14736	-489	-78	-126
5684	-5364	14744	-511	-91	-163
5788	-5192	14596	-495	-120	-136
5728	-5240	14540	-498	-108	-148
5808	-5296	14616	-487	-85	-160
5700	-5308	14520	-495	-96	-129
5692	-5264	14508	-480	-82	-170
5784	-5204	14736	-483	-77	-146
5788	-5308	14652	-522	-102	-142
5820	-5236	14696	-528	-81	-136
5704	-5240	14588	-506	-105	-146
5768	-5348	14596	-476	-77	-132
5852	-5200	14608	-493	-89	-151
5724	-5260	14684	-496	-80	-136
5752	-5184	14672	-501	-108	-130
5720	-5248	14636	-519	-123	-141
5716	-5200	14564	-531	-124	-147
5760	-5244	14584	-540	-117	-164
5760	-5208	14624	-485	-114	-148
5824	-5320	14416	-497	-72	-139
5704	-5260	14620	-504	-73	-124
5700	-5328	14704	-514	-97	-139
5796	-5212	14776	-496	-116	-130
5800	-5216	14572	-532	-90	-115
5756	-5308	14656	-498	-106	-139
5764	-5276	14428	-495	-112	-139
5680	-5136	14672	-467	-97	-148
5664	-5268	14700	-491	-91	-160
5708	-5152	14732	-485	-104	-156
5644	-5168	14644	-509	-98	-159
5688	-5192	14692	-521	-115	-163
5744	-5220	14568	-522	-76	-143
5828	-5248	14532	-513	-111	-151
5784	-5252	14580	-496	-75	-131
5644	-5224	14552	-477	-90	-135
5684	-5176	14644	-496	-96	-143
5836	-5104	14592	-506	-98	-137
5684	-5168	14528	-505	-105	-150
5744	-5260	14596	-506	-121	-148
5804	-5236	14532	-506	-119	-144
5800	-5224	14616	-483	-100	-147
5700	-5268	14724	-490	-97	-138
5764	-5160	14588	-488	-90	-152
5728	-5132	14648	-509	-93	-152
5728	-5284	14592	-509	-114	-120
5692	-5232	14596	-492	-119	-156
5712	-5280	14576	-500	-92	-128
5740	-5176	14612	-516	-97	-136
5672	-5280	14628	-495	-105	-124
5780	-5216	14608	-488	-98	-149
5680	-5260	14636	-488	-93	-154
5848	-5236	14560	-509	-101	-138
5764	-5236	14456	-547	-91	-123
5684	-5236	14704	-489	-91	-129
5836	-5188	14696	-514	-104	-163
5720	-5268	14648	-496	-121	-156
5736	-5228	14632	-512	-66	-149
5864	-5276	14584	-460	-104	-153
5752	-5224	14528	-498	-122	-134
5712	-5164	14712	-497	-108	-153
5732	-5280	14608	-491	-90	-151
5768	-5088	14600	-491	-91	-133
5684	-5308	14704	-505	-95	-162
5804	-5224	14540	-509	-110	-142
5796	-5272	14660	-521	-110	-140
5772	-5292	14644	-489	-93	-127
5864	-5248	14632	-490	-53	-158
5812	-5252	14696	-496	-72	-154
5788	-5332	14384	-485	-100	-148
5720	-5232	14628	-489	-84	-128
5620	-5264	14648	-509	-100	-142
5608	-5232	14648	-494	-81	-151
5772	-5224	14588	-483	-83	-165
5708	-5228	14720	-487	-60	-148
